IP,requests,downloads,downloadsPerRequests
78491,1044,0,0.0
78492,2013,2,0.0009935419771485345
78493,698,0,0.0
78498,663,1,0.0015082956259426848
78500,5689,14,0.0024608894357532078
78504,3236,3,0.000927070457354759
78506,2111,2,0.0009474182851729038
78507,1694,3,0.0017709563164108619
78512,983,0,0.0
78513,23,1,0.043478260869565216
78515,679,0,0.0
78519,130,0,0.0
78524,1439,2,0.001389854065323141
78526,3789,10,0.0026392187912377936
78529,4434,12,0.0027063599458728013
78531,682,1,0.001466275659824047
78536,245,0,0.0
78542,455,1,0.002197802197802198
78544,1007,3,0.0029791459781529296
78553,2713,1,0.00036859565057132326
78557,894,1,0.0011185682326621924
78559,791,0,0.0
78564,5066,11,0.0021713383339913147
78565,757,1,0.001321003963011889
78569,84,0,0.0
78570,308,0,0.0
78571,121,1,0.008264462809917356
78573,253,1,0.003952569169960474
78574,3709,7,0.0018873011593421407
78580,824,2,0.0024271844660194173
78585,1589,4,0.0025173064820641915
78587,1024,1,0.0009765625
78593,1012,0,0.0
78599,4656,20,0.00429553264604811
78600,4089,1,0.00024455857177794083
78601,1095,1,0.0009132420091324201
78607,492,1,0.0020325203252032522
78616,5627,4,0.0007108583614714769
78620,746,1,0.0013404825737265416
78621,1808,1,0.0005530973451327434
78622,2200,2,0.0009090909090909091
78627,1176,2,0.0017006802721088435
78646,5834,18,0.0030853616729516627
78648,5836,7,0.001199451679232351
78651,67,0,0.0
78666,1173,1,0.0008525149190110827
78672,5232,14,0.002675840978593272
78673,1178,1,0.0008488964346349745
78678,1782,1,0.0005611672278338945
78698,1394,0,0.0
78702,223,1,0.004484304932735426
78704,173,2,0.011560693641618497
78707,4796,14,0.0029190992493744786
78708,1288,1,0.0007763975155279503
78709,174,0,0.0
78712,39,0,0.0
78716,1256,1,0.0007961783439490446
78719,897,2,0.002229654403567447
78724,491,0,0.0
78725,710,2,0.0028169014084507044
78728,195,1,0.005128205128205128
78730,861,0,0.0
78735,272,0,0.0
78739,1544,5,0.003238341968911917
78741,1227,0,0.0
78744,816,1,0.0012254901960784314
78754,2221,2,0.0009004952723998199
78757,334,1,0.0029940119760479044
78758,919,1,0.001088139281828074
78761,1055,2,0.0018957345971563982
78763,546,0,0.0
78772,687,1,0.001455604075691412
78776,1327,6,0.00452147701582517
78777,150,0,0.0
78778,1424,1,0.0007022471910112359
78784,1896,3,0.0015822784810126582
78787,3951,2,0.0005062009617818274
78788,1050,2,0.0019047619047619048
78789,383,0,0.0
78790,227,1,0.004405286343612335
78796,3329,3,0.0009011715229798738
78797,421,0,0.0
78801,4944,2,0.0004045307443365696
78805,1673,2,0.001195457262402869
78809,4520,4,0.0008849557522123894
78817,252,1,0.003968253968253968
78818,2611,1,0.00038299502106472615
78827,2708,2,0.0007385524372230429
78829,1788,1,0.0005592841163310962
78833,5036,3,0.0005957108816521049
78835,253,1,0.003952569169960474
78837,610,1,0.001639344262295082
78838,349,1,0.0028653295128939827
78842,513,1,0.001949317738791423
78844,279,1,0.0035842293906810036
78846,1016,1,0.000984251968503937
78851,1779,0,0.0
78853,1319,3,0.002274450341167551
78856,5344,6,0.001122754491017964
78857,1731,5,0.0028885037550548816
78864,118,0,0.0
78869,211,0,0.0
78874,559,0,0.0
78876,1702,2,0.0011750881316098707
78879,1223,2,0.001635322976287817
78880,1107,4,0.0036133694670280035
78881,3758,5,0.0013304949441192123
78882,1632,4,0.0024509803921568627
78888,351,0,0.0
78893,733,2,0.002728512960436562
78895,1361,2,0.0014695077149155032
78896,4533,6,0.0013236267372600927
78898,244,1,0.004098360655737705
78899,1508,3,0.001989389920424403
78901,1686,4,0.002372479240806643
78903,1329,2,0.0015048908954100827
78905,3416,0,0.0
78907,1648,4,0.0024271844660194173
78910,4126,2,0.0004847309743092584
78911,3938,7,0.0017775520568816658
78915,23,0,0.0
78921,115,0,0.0
78925,146,1,0.00684931506849315
78926,1186,2,0.0016863406408094434
78927,1180,1,0.000847457627118644
78928,5220,1,0.00019157088122605365
78929,1701,2,0.0011757789535567313
78931,55,0,0.0
78939,3066,4,0.001304631441617743
78942,344,1,0.0029069767441860465
78943,3790,4,0.0010554089709762533
78945,791,1,0.0012642225031605564
78948,502,1,0.00199203187250996
78950,846,1,0.001182033096926714
78953,5,1,0.2
78955,852,3,0.0035211267605633804
78956,511,0,0.0
78957,1828,2,0.0010940919037199124
78958,9,1,0.1111111111111111
78959,4865,5,0.0010277492291880781
78960,1566,5,0.0031928480204342275
78961,1769,5,0.002826455624646693
78963,695,1,0.0014388489208633094
78964,78,1,0.01282051282051282
78966,1310,1,0.0007633587786259542
78974,462,0,0.0
78977,607,0,0.0
78981,4117,4,0.0009715812484819043
78982,210,1,0.004761904761904762
78983,240,1,0.004166666666666667
78984,1360,2,0.0014705882352941176
78990,4962,6,0.0012091898428053204
78992,2156,1,0.00046382189239332097
78993,1670,2,0.0011976047904191617
78994,8,3,0.375
78995,230,3,0.013043478260869565
78998,876,1,0.001141552511415525
79001,603,1,0.001658374792703151
79005,29,1,0.034482758620689655
79014,479,2,0.0041753653444676405
79015,283,1,0.0035335689045936395
79019,1290,1,0.0007751937984496124
79023,2236,2,0.0008944543828264759
79024,1427,4,0.002803083391730904
79025,1423,0,0.0
79028,25,0,0.0
79042,142,1,0.007042253521126761
79044,1565,2,0.0012779552715654952
79045,728,1,0.0013736263736263737
79047,345,0,0.0
79051,578,1,0.0017301038062283738
79054,1801,4,0.002220988339811216
79055,1467,3,0.002044989775051125
79057,628,1,0.0015923566878980893
79063,277,0,0.0
79065,550,2,0.0036363636363636364
79070,1655,0,0.0
79075,1400,2,0.0014285714285714286
79077,10,3,0.3
79082,442,0,0.0
79090,1447,2,0.00138217000691085
79091,796,0,0.0
79092,1674,3,0.0017921146953405018
79098,694,1,0.001440922190201729
79103,1769,5,0.002826455624646693
79104,88,0,0.0
79105,217,1,0.004608294930875576
79113,1140,3,0.002631578947368421
79120,647,1,0.0015455950540958269
79123,117,0,0.0
79125,1633,1,0.000612369871402327
79129,1581,1,0.0006325110689437065
79130,478,1,0.0020920502092050207
79131,5,0,0.0
79132,234,0,0.0
79138,466,1,0.002145922746781116
79139,650,1,0.0015384615384615385
79140,979,1,0.0010214504596527069
79146,1574,1,0.0006353240152477764
79153,727,1,0.001375515818431912
79155,532,1,0.0018796992481203006
79159,364,2,0.005494505494505495
79160,1222,1,0.0008183306055646482
79163,354,1,0.002824858757062147
79166,1230,0,0.0
79172,368,1,0.002717391304347826
79176,5581,3,0.0005375380756136893
79177,117,0,0.0
79179,551,1,0.0018148820326678765
79180,1600,3,0.001875
79182,4142,3,0.0007242877836793819
79183,1699,2,0.0011771630370806356
79184,171,0,0.0
79187,1403,3,0.0021382751247327157
79190,96,0,0.0
79191,12,0,0.0
79197,1620,1,0.0006172839506172839
79201,14,1,0.07142857142857142
79205,5273,8,0.0015171629053669638
79207,817,0,0.0
79213,2578,0,0.0
79214,1807,4,0.002213613724405091
79217,5,0,0.0
79219,1207,1,0.0008285004142502071
79220,471,0,0.0
79223,180,2,0.011111111111111112
79226,963,1,0.0010384215991692627
79232,17,7,0.4117647058823529
79235,40,2,0.05
79237,5529,7,0.001266051727256285
79238,1204,1,0.0008305647840531562
79240,2374,2,0.0008424599831508003
79242,29,1,0.034482758620689655
79255,236,0,0.0
79257,798,1,0.0012531328320802004
79258,1592,1,0.000628140703517588
79271,5504,5,0.0009084302325581395
79277,442,1,0.0022624434389140274
79281,1553,4,0.0025756600128783
79293,19,0,0.0
79295,63,1,0.015873015873015872
79300,4689,12,0.0025591810620601407
79308,1541,4,0.0025957170668397143
79313,203,1,0.0049261083743842365
79316,1333,1,0.0007501875468867217
79323,89,0,0.0
79331,1285,1,0.0007782101167315176
79332,4766,6,0.001258917331095258
79338,1815,2,0.0011019283746556473
79351,253,0,0.0
79352,2087,2,0.0009583133684714902
79353,146,1,0.00684931506849315
79354,1046,1,0.0009560229445506692
79356,225,0,0.0
79362,99,0,0.0
79370,270,1,0.003703703703703704
79372,1586,1,0.0006305170239596469
79384,1280,2,0.0015625
79386,363,0,0.0
79389,748,2,0.00267379679144385
79396,1561,1,0.0006406149903907751
79398,94,0,0.0
79410,1210,3,0.0024793388429752068
79416,120,0,0.0
79421,638,1,0.001567398119122257
79425,1010,1,0.0009900990099009901
79426,818,1,0.0012224938875305623
79433,1995,3,0.0015037593984962407
79435,257,0,0.0
79437,1232,1,0.0008116883116883117
79439,1,0,0.0
79448,811,1,0.0012330456226880395
79456,1419,2,0.0014094432699083862
79458,154,0,0.0
79474,1067,2,0.0018744142455482662
79477,805,1,0.0012422360248447205
79478,915,0,0.0
79491,224,0,0.0
79493,146,2,0.0136986301369863
79496,173,1,0.005780346820809248
79503,1026,1,0.0009746588693957114
79514,79,0,0.0
79520,429,0,0.0
79527,818,3,0.003667481662591687
79528,1551,1,0.0006447453255963894
79529,521,1,0.0019193857965451055
79534,857,0,0.0
79536,268,1,0.0037313432835820895
79539,2568,2,0.000778816199376947
79555,876,2,0.00228310502283105
79564,428,2,0.004672897196261682
79570,817,1,0.0012239902080783353
79575,342,1,0.0029239766081871343
79576,1336,1,0.0007485029940119761
79582,734,2,0.0027247956403269754
79583,563,1,0.0017761989342806395
79585,159,0,0.0
79593,2331,1,0.000429000429000429
79598,166,1,0.006024096385542169
79602,389,1,0.002570694087403599
79607,1158,2,0.0017271157167530224
79608,16,1,0.0625
79614,5870,4,0.0006814310051107325
79616,1660,2,0.0012048192771084338
79620,84,0,0.0
79622,607,0,0.0
79623,607,1,0.0016474464579901153
79631,1296,2,0.0015432098765432098
79640,1381,3,0.002172338884866039
79647,507,1,0.0019723865877712033
79657,172,1,0.005813953488372093
79659,1132,1,0.0008833922261484099
79662,1242,1,0.0008051529790660225
79663,710,0,0.0
79665,173,0,0.0
79666,8107,3,0.00037005057357838907
79667,1361,2,0.0014695077149155032
79671,1565,3,0.0019169329073482429
79673,1850,2,0.001081081081081081
79676,113,0,0.0
79678,1755,2,0.0011396011396011395
79681,165,0,0.0
79683,12,0,0.0
79686,1130,0,0.0
79687,462,0,0.0
79688,1199,2,0.0016680567139282735
79692,1363,1,0.0007336757153338225
79693,553,1,0.0018083182640144665
79700,2106,0,0.0
79702,1627,1,0.0006146281499692685
79704,121,1,0.008264462809917356
79707,955,1,0.0010471204188481676
79713,347,0,0.0
79715,1030,1,0.000970873786407767
79717,46,0,0.0
79718,2122,2,0.000942507068803016
79720,77,1,0.012987012987012988
79723,541,1,0.0018484288354898336
79724,1975,3,0.0015189873417721519
79731,1803,1,0.0005546311702717693
79734,382,0,0.0
79737,797,3,0.0037641154328732747
79738,1776,0,0.0
79740,1490,0,0.0
79745,7709,2,0.0002594370216629913
79747,259,1,0.003861003861003861
79751,996,3,0.0030120481927710845
79756,2141,0,0.0
79757,1148,1,0.0008710801393728223
79769,1375,4,0.002909090909090909
79771,7596,4,0.000526592943654555
79776,530,0,0.0
79779,2293,3,0.0013083296990841692
79780,291,0,0.0
79786,1311,2,0.0015255530129672007
79787,8474,4,0.0004720320981826764
79788,1688,0,0.0
79790,8,0,0.0
79794,120,1,0.008333333333333333
79795,371,1,0.0026954177897574125
79799,1656,2,0.0012077294685990338
79800,1381,3,0.002172338884866039
79802,132,1,0.007575757575757576
79806,564,1,0.0017730496453900709
79808,1987,1,0.0005032712632108706
79809,89,1,0.011235955056179775
79815,1552,3,0.0019329896907216496
79821,1362,1,0.0007342143906020558
79823,495,1,0.00202020202020202
79824,134,0,0.0
79827,45601,32,0.0007017389969518213
79828,460,1,0.002173913043478261
79831,1345,1,0.0007434944237918215
79835,2192,0,0.0
79839,456,1,0.0021929824561403508
79841,139,0,0.0
79845,343,0,0.0
79851,1817,3,0.001651073197578426
79854,949,0,0.0
79857,52149,56,0.001073846094843621
79860,1539,2,0.001299545159194282
79868,1593,2,0.0012554927809165098
79874,2168,3,0.0013837638376383763
79875,1710,0,0.0
79876,40,0,0.0
79877,1685,1,0.0005934718100890207
79879,681,0,0.0
79881,47840,25,0.0005225752508361204
79889,14,1,0.07142857142857142
79890,36,0,0.0
79892,1675,3,0.001791044776119403
79894,1865,3,0.0016085790884718498
79901,2842,3,0.001055594651653765
79902,528,1,0.001893939393939394
79905,121,0,0.0
79906,1170,5,0.004273504273504274
79909,50281,31,0.0006165350728903562
79916,1775,5,0.0028169014084507044
79919,352,0,0.0
79921,1241,3,0.0024174053182917004
79925,3073,4,0.0013016596160104132
79926,1813,1,0.0005515719801434088
79927,3045,2,0.0006568144499178982
79928,251,2,0.00796812749003984
79932,902,0,0.0
79934,277,1,0.0036101083032490976
79937,516,1,0.001937984496124031
79939,297,1,0.003367003367003367
79941,598,1,0.0016722408026755853
79942,1563,1,0.0006397952655150352
79948,782,2,0.0025575447570332483
79950,1572,4,0.002544529262086514
79952,5,0,0.0
79956,1364,3,0.0021994134897360706
79970,430,0,0.0
79971,542,5,0.00922509225092251
79973,4420,2,0.00045248868778280545
79978,75,0,0.0
79979,3503,6,0.0017128175849272054
79981,1697,1,0.0005892751915144372
80000,5054,7,0.0013850415512465374
80002,2703,1,0.0003699593044765076
80004,186,1,0.005376344086021506
80006,2618,2,0.0007639419404125286
80007,94,0,0.0
80008,2,0,0.0
80012,1249,0,0.0
80026,4393,7,0.0015934441156385158
80029,1029,5,0.004859086491739553
80034,175,1,0.005714285714285714
80035,1432,6,0.004189944134078212
80036,177,0,0.0
80037,881,0,0.0
80046,800,2,0.0025
80048,996,1,0.001004016064257028
80049,440,0,0.0
80051,2965,1,0.0003372681281618887
80053,1246,1,0.0008025682182985554
80058,10455,9,0.000860832137733142
80059,145,1,0.006896551724137931
80063,138,1,0.007246376811594203
80070,215,0,0.0
80075,1116,3,0.002688172043010753
80080,4756,6,0.001261564339781329
80084,455,0,0.0
80088,783,1,0.001277139208173691
80096,1329,5,0.003762227238525207
80101,1633,2,0.001224739742804654
80110,1790,0,0.0
80113,163,1,0.006134969325153374
80114,4475,7,0.0015642458100558658
80119,1256,1,0.0007961783439490446
80120,161,0,0.0
80124,837,2,0.0023894862604540022
80134,1447,0,0.0
80135,115,1,0.008695652173913044
80136,1785,1,0.0005602240896358543
80140,6221,10,0.0016074586079408454
80142,4303,4,0.0009295840111550081
80145,787,0,0.0
80147,1764,1,0.0005668934240362812
80153,980,0,0.0
80155,1637,3,0.0018326206475259622
80158,7,1,0.14285714285714285
80162,355,0,0.0
80163,5721,10,0.0017479461632581717
80166,4562,6,0.00131521262604121
80167,1449,1,0.0006901311249137336
80170,1400,2,0.0014285714285714286
80177,1183,0,0.0
80180,1235,1,0.0008097165991902834
80181,54,1,0.018518518518518517
80185,803,1,0.0012453300124533001
80187,145,1,0.006896551724137931
80188,4704,5,0.0010629251700680273
80192,1450,0,0.0
80193,3557,4,0.001124543154343548
80195,4685,16,0.003415154749199573
80205,1,1,1.0
80209,976,1,0.0010245901639344263
80212,939,1,0.0010649627263045794
80218,581,1,0.0017211703958691911
80219,4508,5,0.0011091393078970719
80220,940,2,0.002127659574468085
80223,1667,2,0.0011997600479904018
80225,3123,6,0.0019212295869356388
80228,4712,14,0.0029711375212224107
80233,1586,3,0.0018915510718789407
80234,875,1,0.001142857142857143
80236,1049,1,0.0009532888465204957
80241,132,0,0.0
80244,275,0,0.0
80245,3286,1,0.00030432136335970786
80248,4886,18,0.0036839950880065493
80249,597,3,0.005025125628140704
80257,1192,1,0.0008389261744966443
80259,1171,2,0.0017079419299743809
80268,1350,1,0.0007407407407407407
80272,3280,2,0.0006097560975609756
80273,1383,1,0.0007230657989877079
80275,4984,8,0.0016051364365971107
80277,1181,0,0.0
80282,504,0,0.0
80286,578,0,0.0
80288,1705,2,0.0011730205278592375
80292,301,1,0.0033222591362126247
80293,1117,2,0.0017905102954341987
80299,1028,1,0.0009727626459143969
80300,1672,2,0.0011961722488038277
80301,234,0,0.0
80305,3884,4,0.0010298661174047373
80306,4591,12,0.002613809627532128
80307,643,1,0.0015552099533437014
80311,1258,5,0.00397456279809221
80314,440,0,0.0
80316,2376,5,0.0021043771043771043
80318,1013,1,0.0009871668311944718
80324,1194,1,0.0008375209380234506
80327,1646,5,0.003037667071688943
80328,1293,1,0.0007733952049497294
80331,2929,3,0.0010242403550699897
80332,3387,8,0.0023619722468261
80335,4656,15,0.0032216494845360823
80336,89,0,0.0
80341,103,0,0.0
80344,315,0,0.0
80348,1294,1,0.0007727975270479134
80351,198,1,0.005050505050505051
80356,6273,8,0.001275306870715766
80357,1621,1,0.0006169031462060457
80360,1342,2,0.0014903129657228018
80368,3696,6,0.0016233766233766235
80369,603,0,0.0
80372,4540,13,0.0028634361233480176
80375,1437,1,0.0006958942240779402
80377,652,0,0.0
80379,1416,5,0.0035310734463276836
80380,9,0,0.0
80384,2670,5,0.0018726591760299626
80388,5115,5,0.0009775171065493646
80389,1599,1,0.0006253908692933083
80395,1307,2,0.001530221882172915
80398,3434,3,0.0008736167734420501
80402,4480,9,0.0020089285714285712
80405,1532,4,0.0026109660574412533
80407,104,0,0.0
80409,1388,3,0.002161383285302594
80410,180,1,0.005555555555555556
80413,3082,1,0.0003244646333549643
80416,6197,6,0.0009682104243989027
80417,241,0,0.0
80418,968,0,0.0
80424,1777,1,0.0005627462014631402
80428,3557,5,0.0014056789429294349
80431,4775,13,0.0027225130890052357
80432,1572,2,0.001272264631043257
80436,104,0,0.0
80437,5042,5,0.0009916699722332407
80438,2651,1,0.0003772161448509996
80439,192,0,0.0
80444,1380,3,0.002173913043478261
80446,5299,2,0.0003774297037176826
80447,2367,2,0.0008449514152936206
80448,183,1,0.00546448087431694
80450,1242,0,0.0
80455,3472,6,0.0017281105990783411
80458,4660,16,0.0034334763948497852
80459,158,2,0.012658227848101266
80465,773,3,0.0038809831824062097
80466,5531,7,0.0012655939251491593
80468,1874,1,0.0005336179295624333
80471,179,0,0.0
80476,6632,6,0.0009047044632086852
80478,321,0,0.0
80482,1552,1,0.0006443298969072165
80484,1738,4,0.0023014959723820483
80485,3919,4,0.0010206685378923194
80487,710,0,0.0
80488,957,2,0.0020898641588296763
80494,2733,4,0.0014635931211123307
80499,1149,2,0.0017406440382941688
80500,29,0,0.0
80506,81,1,0.012345679012345678
80510,1528,5,0.0032722513089005235
80518,1343,3,0.0022338049143708115
80521,1478,5,0.0033829499323410014
80522,3651,4,0.0010955902492467817
80526,469,1,0.0021321961620469083
80527,1506,2,0.0013280212483399733
80528,351,2,0.005698005698005698
80530,813,1,0.0012300123001230013
80532,6976,5,0.0007167431192660551
80537,398,1,0.002512562814070352
80539,6220,10,0.001607717041800643
80542,1562,1,0.0006402048655569782
80547,724,2,0.0027624309392265192
80550,279,1,0.0035842293906810036
80555,137,0,0.0
80558,1251,1,0.0007993605115907274
80560,5507,6,0.0010895224260032686
80561,1901,4,0.0021041557075223566
80563,573,0,0.0
80565,372,0,0.0
80568,357,2,0.0056022408963585435
80571,1406,1,0.0007112375533428165
80577,52,0,0.0
80582,1512,2,0.0013227513227513227
80584,6,1,0.16666666666666666
80591,241,0,0.0
80592,277,1,0.0036101083032490976
80595,207,0,0.0
80598,1059,1,0.0009442870632672333
80600,630,2,0.0031746031746031746
80602,1086,2,0.001841620626151013
80605,10669,12,0.0011247539600712344
80609,175,0,0.0
80614,996,0,0.0
80617,568,0,0.0
80622,810,3,0.003703703703703704
80630,2,1,0.5
80631,1370,2,0.00145985401459854
80634,10616,16,0.0015071590052750565
80639,1520,1,0.0006578947368421052
80644,391,1,0.0025575447570332483
80647,1433,2,0.0013956734124214933
80648,1176,0,0.0
80655,1299,2,0.001539645881447267
80659,566,1,0.0017667844522968198
80660,9667,17,0.0017585600496534603
80663,15,1,0.06666666666666667
80665,1158,3,0.0025906735751295338
80672,530,0,0.0
80675,853,2,0.0023446658851113715
80676,8062,13,0.0016125031009675019
80681,1545,2,0.0012944983818770227
80682,1076,1,0.0009293680297397769
80686,1852,1,0.0005399568034557236
80689,1348,2,0.001483679525222552
80690,1878,1,0.0005324813631522897
80695,548,3,0.005474452554744526
80697,1321,4,0.003028009084027252
80703,2616,3,0.0011467889908256881
80705,1112,0,0.0
80707,880,1,0.0011363636363636363
80712,1569,3,0.0019120458891013384
80714,740,1,0.0013513513513513514
80717,155,0,0.0
80723,919,2,0.002176278563656148
80724,180,1,0.005555555555555556
80726,1499,2,0.00133422281521014
80735,434,0,0.0
80736,1324,4,0.0030211480362537764
80740,2809,1,0.000355998576005696
80743,1214,4,0.0032948929159802307
80746,1213,3,0.00247320692497939
80751,77,0,0.0
80755,1290,2,0.0015503875968992248
80760,623,2,0.0032102728731942215
80762,1112,0,0.0
80770,487,1,0.002053388090349076
80781,1150,2,0.0017391304347826088
80788,118,0,0.0
80799,703,0,0.0
80806,1094,3,0.002742230347349177
80808,1733,2,0.001154068090017311
80810,1452,0,0.0
80813,2480,2,0.0008064516129032258
80827,11864,13,0.001095751854349292
80833,1083,5,0.0046168051708217915
80835,1350,2,0.0014814814814814814
80838,424,1,0.0023584905660377358
80839,235,1,0.00425531914893617
80843,213,0,0.0
80849,547,3,0.005484460694698354
80862,1390,2,0.0014388489208633094
80871,1171,0,0.0
80877,5,0,0.0
80882,986,5,0.005070993914807302
80884,237,1,0.004219409282700422
80886,1218,1,0.0008210180623973727
80888,1399,5,0.0035739814152966403
80890,1890,2,0.0010582010582010583
80893,106,0,0.0
80897,26,0,0.0
80900,1340,0,0.0
80906,24,1,0.041666666666666664
80908,3179,6,0.0018873859704309531
80919,1029,1,0.0009718172983479105
80926,2745,5,0.0018214936247723133
80929,1,1,1.0
80935,3044,2,0.000657030223390276
80949,1617,0,0.0
80957,50,1,0.02
80959,27,0,0.0
80974,1957,2,0.001021972406745018
80975,2476,7,0.002827140549273021
80985,593,1,0.0016863406408094434
80987,3867,6,0.0015515903801396431
80992,1747,1,0.0005724098454493417
80993,1662,1,0.0006016847172081829
80995,2792,7,0.002507163323782235
80999,45,1,0.022222222222222223
81000,364,0,0.0
81001,1595,1,0.0006269592476489029
81006,1486,1,0.0006729475100942127
81008,20,1,0.05
81009,4186,5,0.0011944577161968467
81013,2792,6,0.002148997134670487
81020,1883,4,0.002124269782262347
81030,2664,6,0.0022522522522522522
81037,11,4,0.36363636363636365
81058,77,1,0.012987012987012988
81060,1084,1,0.0009225092250922509
81068,2786,8,0.002871500358937545
81070,1521,0,0.0
81076,2860,8,0.002797202797202797
81079,4730,3,0.0006342494714587737
81082,1186,1,0.0008431703204047217
81085,363,1,0.0027548209366391185
81097,4266,5,0.0011720581340834506
81100,1195,2,0.0016736401673640166
81102,1194,1,0.0008375209380234506
81104,1285,0,0.0
81106,588,1,0.0017006802721088435
81107,3184,2,0.000628140703517588
81121,4941,5,0.0010119409026512851
81124,336,1,0.002976190476190476
81125,386,0,0.0
81127,60,1,0.016666666666666666
81131,5,2,0.4
81138,4780,6,0.0012552301255230125
81150,897,3,0.0033444816053511705
81152,55,0,0.0
81158,211,0,0.0
81159,1453,1,0.0006882312456985547
81161,865,0,0.0
81167,4416,8,0.0018115942028985507
81170,2293,4,0.0017444395987788923
81173,1323,1,0.0007558578987150416
81175,1525,3,0.0019672131147540984
81184,1268,3,0.002365930599369085
81187,4401,7,0.0015905476028175414
81195,1821,4,0.002196595277320154
81199,2334,2,0.000856898029134533
81201,270,0,0.0
81211,4284,8,0.0018674136321195146
81220,1830,2,0.001092896174863388
81228,673,1,0.0014858841010401188
81229,1530,4,0.00261437908496732
81239,4017,10,0.0024894199651481204
81245,2287,4,0.0017490161783996502
81252,169,0,0.0
81253,1551,6,0.0038684719535783366
81259,111,1,0.009009009009009009
81261,3783,4,0.00105736188210415
81263,1752,4,0.00228310502283105
81269,23,0,0.0
81275,2590,2,0.0007722007722007722
81282,1515,1,0.0006600660066006601
81283,1141,4,0.0035056967572304996
81285,3615,4,0.0011065006915629322
81287,1876,3,0.0015991471215351812
81290,194,0,0.0
81300,1776,4,0.0022522522522522522
81304,792,0,0.0
81312,411,0,0.0
81315,170,0,0.0
81317,33,0,0.0
81319,3128,6,0.0019181585677749361
81320,1021,1,0.0009794319294809011
81325,1475,2,0.0013559322033898306
81327,1984,1,0.0005040322580645161
81329,1691,2,0.0011827321111768185
81331,920,1,0.0010869565217391304
81341,4491,7,0.0015586729013582722
81347,344,0,0.0
81350,1583,4,0.002526847757422615
81353,580,0,0.0
81354,1642,2,0.001218026796589525
81356,3340,3,0.0008982035928143712
81363,1444,1,0.0006925207756232687
81372,4644,8,0.0017226528854435831
81373,1,1,1.0
81374,1360,3,0.0022058823529411764
81377,3906,4,0.0010240655401945725
81380,864,1,0.0011574074074074073
81381,219,0,0.0
81386,1395,3,0.002150537634408602
81391,245,1,0.004081632653061225
81398,4737,2,0.0004222081486172683
81401,1079,3,0.0027803521779425394
81402,1053,3,0.002849002849002849
81404,1564,1,0.0006393861892583121
81408,183,21,0.11475409836065574
81412,3268,2,0.0006119951040391676
81415,1120,2,0.0017857142857142857
81416,3793,3,0.0007909306617453203
81417,1042,2,0.0019193857965451055
81419,18568,8,0.00043084877208099956
81423,2006,5,0.0024925224327018943
81424,1404,3,0.002136752136752137
81425,881,1,0.0011350737797956867
81428,3444,2,0.0005807200929152149
81429,1583,1,0.0006317119393556538
81435,1454,2,0.001375515818431912
81439,2087,3,0.0014374700527072352
81443,676,0,0.0
81447,3852,2,0.0005192107995846313
81448,710,0,0.0
81449,1764,4,0.0022675736961451248
81450,1224,0,0.0
81453,5642,6,0.0010634526763559022
81456,2554,3,0.0011746280344557558
81458,1804,2,0.0011086474501108647
81459,822,1,0.0012165450121654502
81463,1451,2,0.0013783597518952446
81468,1278,1,0.000782472613458529
81469,540,0,0.0
81470,129,0,0.0
81476,4823,4,0.0008293593199253577
81478,205,0,0.0
81480,1823,5,0.0027427317608337905
81482,621,2,0.00322061191626409
81484,1267,1,0.0007892659826361484
81489,1720,5,0.0029069767441860465
81500,64,0,0.0
81501,8552,12,0.001403180542563143
81502,2292,2,0.0008726003490401396
81503,21,0,0.0
81504,512,1,0.001953125
81506,128,1,0.0078125
81507,450,2,0.0044444444444444444
81508,4220,5,0.001184834123222749
81510,357,0,0.0
81513,9097,9,0.000989337144113444
81514,9900,9,0.0009090909090909091
81518,1420,1,0.0007042253521126761
81520,1117,1,0.0008952551477170994
81522,10330,9,0.0008712487899322362
81523,294,0,0.0
81524,497,0,0.0
81525,202,0,0.0
81526,2363,4,0.0016927634363097758
81535,466,0,0.0
81541,4023,5,0.0012428535918468805
81543,559,1,0.0017889087656529517
81545,2029,2,0.0009857072449482504
81548,8543,13,0.0015217136837176635
81549,2008,2,0.00099601593625498
81550,11446,3,0.00026210029704700334
81552,786,1,0.001272264631043257
81556,1791,3,0.0016750418760469012
81560,183,1,0.00546448087431694
81566,870,2,0.0022988505747126436
81571,8074,14,0.0017339608620262571
81572,1809,2,0.001105583195135434
81574,2382,5,0.0020990764063811922
81577,311,0,0.0
81582,721,1,0.0013869625520110957
81586,800,1,0.00125
81587,1721,4,0.002324230098779779
81595,394,1,0.0025380710659898475
81598,2579,3,0.0011632415664986429
81599,8,5,0.625
81606,7979,8,0.0010026319087604962
81607,876,1,0.001141552511415525
81610,1378,3,0.0021770682148040637
81612,991,2,0.0020181634712411706
81613,5232,4,0.0007645259938837921
81614,2068,2,0.0009671179883945841
81618,1458,0,0.0
81620,688,1,0.0014534883720930232
81624,1438,2,0.0013908205841446453
81625,556,0,0.0
81629,6771,7,0.0010338207059518536
81632,1712,5,0.0029205607476635513
81634,2255,2,0.0008869179600886918
81639,307,0,0.0
81643,6522,9,0.0013799448022079118
81644,752,1,0.0013297872340425532
81646,1620,3,0.001851851851851852
81651,731,0,0.0
81653,151,0,0.0
81654,1886,2,0.0010604453870625664
81662,7435,3,0.0004034969737726967
81667,2086,2,0.0009587727708533077
81672,432,3,0.006944444444444444
